PLAYER_ID,PLAYER_NAME,GAME_DATE,MATCHUP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,NBA_FANTASY_PTS,SEASON
2544,LeBron James,2022-12-23T00:00:00,LAL vs. CHA,33.93333333333333,34,2,8,1,0,3,0.652,0.5,0.0,-6,48.4,2022-23
2544,LeBron James,2022-12-21T00:00:00,LAL @ SAC,34.0,31,6,11,0,2,2,0.524,0.0,0.9,-4,58.7,2022-23
2544,LeBron James,2022-12-18T00:00:00,LAL vs. WAS,36.55,33,7,9,0,1,0,0.542,0.25,0.75,10,57.9,2022-23
2544,LeBron James,2022-12-16T00:00:00,LAL vs. DEN,35.93333333333333,30,9,4,2,0,2,0.619,0.25,0.75,26,50.8,2022-23
2544,LeBron James,2022-12-13T00:00:00,LAL vs. BOS,42.78333333333333,33,9,9,2,1,4,0.56,0.273,0.5,10,62.3,2022-23
2544,LeBron James,2022-12-11T00:00:00,LAL @ DET,36.86666666666667,35,5,5,1,0,1,0.583,0.333,1.0,18,50.5,2022-23
2544,LeBron James,2022-12-09T00:00:00,LAL @ PHI,43.835,23,4,6,2,0,3,0.409,0.125,0.5,-10,39.8,2022-23
2544,LeBron James,2022-12-06T00:00:00,LAL @ CLE,35.61666666666667,21,17,4,1,1,3,0.471,0.333,0.75,-14,50.4,2022-23
2544,LeBron James,2022-12-04T00:00:00,LAL @ WAS,34.44833333333333,29,8,6,1,0,5,0.462,0.286,0.75,13,45.6,2022-23
2544,LeBron James,2022-12-02T00:00:00,LAL @ MIL,37.21333333333333,28,8,11,2,0,0,0.444,0.5,0.5,6,60.1,2022-23
2544,LeBron James,2022-11-30T00:00:00,LAL vs. POR,32.5,31,7,8,0,1,2,0.667,0.75,0.333,8,52.4,2022-23
2544,LeBron James,2022-11-28T00:00:00,LAL vs. IND,36.166666666666664,21,7,3,1,0,1,0.364,0.3,0.667,-7,35.9,2022-23
2544,LeBron James,2022-11-26T00:00:00,LAL @ SAS,35.46666666666667,39,11,3,1,1,4,0.524,0.583,1.0,-3,58.7,2022-23
2544,LeBron James,2022-11-25T00:00:00,LAL @ SAS,33.25,21,8,5,3,1,9,0.471,0.25,1.0,16,41.1,2022-23
2544,LeBron James,2022-11-09T00:00:00,LAL @ LAC,32.35,30,8,5,2,0,3,0.545,0.444,0.5,-17,50.1,2022-23
2544,LeBron James,2022-11-06T00:00:00,LAL vs. CLE,33.81666666666667,27,7,4,0,0,1,0.565,0.25,0.0,-8,40.4,2022-23
2544,LeBron James,2022-11-04T00:00:00,LAL vs. UTA,34.163333333333334,17,10,8,0,1,3,0.368,0.0,0.6,-11,41.0,2022-23
2544,LeBron James,2022-11-02T00:00:00,LAL vs. NOP,39.71666666666667,20,10,8,0,2,2,0.391,0.0,0.5,5,48.0,2022-23
2544,LeBron James,2022-10-30T00:00:00,LAL vs. DEN,34.70333333333333,26,6,8,1,0,3,0.455,0.4,0.8,-1,45.2,2022-23
2544,LeBron James,2022-10-28T00:00:00,LAL @ MIN,37.44,28,7,5,4,0,3,0.417,0.167,0.875,-13,52.9,2022-23
2544,LeBron James,2022-10-26T00:00:00,LAL @ DEN,35.31333333333333,19,7,9,1,0,8,0.381,0.25,0.5,-7,35.9,2022-23
